Age,Gender,Education,Country,Ethnicity,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
3,0,University degree,Australia,White,CL5,CL4,CL4,CL4,CL6,CL2,CL4,CL4,CL0,CL4,CL0,CL3,CL6,CL3,CL3,CL3,CL2,CL0,CL3
3,1,Masters degree,USA,White,CL6,CL0,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL2,CL0,CL0,CL2,CL1,CL0,CL2,CL6,CL0,CL1
3,0,University degree,USA,White,CL6,CL2,CL1,CL1,CL6,CL5,CL6,CL2,CL0,CL1,CL0,CL0,CL0,CL3,CL0,CL2,CL6,CL0,CL1
3,0,University degree,USA,White,CL6,CL1,CL0,CL1,CL6,CL2,CL2,CL2,CL2,CL2,CL0,CL0,CL3,CL1,CL1,CL6,CL6,CL0,CL1
3,0,"Some college or university, no certificate or degree",USA,White,CL1,CL1,CL0,CL1,CL6,CL1,CL3,CL2,CL2,CL1,CL2,CL0,CL3,CL3,CL2,CL4,CL2,CL0,CL0
3,0,University degree,USA,White,CL2,CL1,CL0,CL2,CL6,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL5,CL1,CL1,CL1,CL3,CL0,CL1
3,0,Professional certificate/ diploma,Canada,White,CL6,CL3,CL0,CL3,CL6,CL4,CL4,CL3,CL3,CL3,CL1,CL2,CL6,CL2,CL3,CL2,CL6,CL0,CL1
3,0,Left school at 18 years,USA,Black,CL6,CL0,CL0,CL0,CL0,CL6,CL4,CL4,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
3,1,Doctorate degree,Other,White,CL3,CL0,CL0,CL2,CL4,CL3,CL6,CL0,CL0,CL1,CL0,CL0,CL4,CL0,CL2,CL2,CL2,CL0,CL1
3,1,University degree,USA,White,CL6,CL4,CL0,CL2,CL6,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL2,CL1,CL0,CL0
3,0,University degree,Other,White,CL5,CL2,CL1,CL6,CL6,CL2,CL6,CL2,CL3,CL2,CL2,CL2,CL2,CL2,CL6,CL2,CL2,CL0,CL1
3,1,Professional certificate/ diploma,UK,White,CL5,CL4,CL1,CL4,CL6,CL4,CL5,CL2,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL4,CL6,CL0,CL0
3,0,Professional certificate/ diploma,UK,Black,CL5,CL0,CL0,CL2,CL5,CL2,CL5,CL0,CL0,CL0,CL0,CL3,CL2,CL0,CL0,CL0,CL2,CL0,CL1
3,1,Masters degree,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,1,Doctorate degree,UK,White,CL6,CL1,CL0,CL1,CL6,CL2,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,1,Masters degree,UK,White,CL6,CL0,CL0,CL0,CL5,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,1,Doctorate degree,UK,White,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL2,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
3,1,Professional certificate/ diploma,USA,White,CL5,CL3,CL0,CL3,CL3,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0
3,0,Professional certificate/ diploma,USA,White,CL3,CL1,CL0,CL3,CL6,CL2,CL6,CL2,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL2,CL3,CL0,CL1
3,1,Professional certificate/ diploma,USA,White,CL5,CL1,CL0,CL0,CL6,CL6,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL0
3,1,"Some college or university, no certificate or degree",Republic of Ireland,White,CL5,CL3,CL2,CL0,CL6,CL4,CL5,CL3,CL0,CL4,CL0,CL3,CL3,CL1,CL0,CL1,CL5,CL0,CL1
3,1,University degree,UK,White,CL1,CL1,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL4,CL2,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL3,CL0,CL1,CL0,CL1,CL0,CL1,CL1,CL0,CL0
3,1,University degree,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
3,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,0,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,1,University degree,UK,White,CL3,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,1,"Some college or university, no certificate or degree",UK,White,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,1,Left school at 16 years,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,1,Masters degree,UK,White,CL4,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL6,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
3,1,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
3,1,University degree,UK,White,CL5,CL1,CL1,CL3,CL6,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL1,CL1,CL1,CL0,CL0
3,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
3,0,Left school at 16 years,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
3,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,1,Doctorate degree,UK,White,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,1,University degree,UK,White,CL5,CL0,CL1,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
3,1,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
3,1,University degree,UK,Mixed-White/Black,CL5,CL1,CL1,CL3,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1
3,1,Doctorate degree,UK,White,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,0,University degree,UK,White,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,0,"Some college or university, no certificate or degree",UK,White,CL5,CL1,CL2,CL3,CL6,CL3,CL5,CL2,CL1,CL2,CL0,CL2,CL0,CL1,CL2,CL2,CL2,CL0,CL0
3,1,Professional certificate/ diploma,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
3,1,University degree,UK,White,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
3,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
3,0,Professional certificate/ diploma,Canada,White,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
3,1,Professional certificate/ diploma,UK,White,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL5,CL0,CL3,CL2,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL1,CL1,CL0,CL0
3,1,University degree,UK,White,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
3,1,Professional certificate/ diploma,UK,White,CL3,CL5,CL2,CL3,CL5,CL3,CL6,CL4,CL2,CL3,CL2,CL2,CL2,CL2,CL6,CL3,CL6,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL3,CL1,CL1,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL1,CL6,CL0,CL0
3,1,University degree,Australia,White,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL5,CL0,CL1,CL4,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,1,Professional certificate/ diploma,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,0,"Some college or university, no certificate or degree",USA,White,CL6,CL1,CL1,CL2,CL6,CL3,CL4,CL1,CL1,CL1,CL1,CL1,CL1,CL1,CL0,CL1,CL3,CL0,CL1
3,0,Professional certificate/ diploma,UK,White,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
3,1,University degree,USA,White,CL6,CL0,CL0,CL3,CL5,CL6,CL4,CL2,CL0,CL2,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL2,CL0
3,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,1,Left school at 18 years,UK,White,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,1,Masters degree,UK,White,CL5,CL2,CL2,CL2,CL6,CL2,CL5,CL2,CL1,CL2,CL1,CL1,CL2,CL1,CL1,CL1,CL6,CL0,CL1
3,1,Doctorate degree,UK,Other,CL4,CL1,CL0,CL0,CL6,CL4,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL4,CL0,CL0
3,1,Masters degree,UK,Other,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,0,University degree,UK,White,CL5,CL2,CL1,CL0,CL6,CL2,CL6,CL2,CL0,CL2,CL0,CL0,CL0,CL2,CL0,CL2,CL2,CL0,CL1
3,1,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL2,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,1,Masters degree,UK,Black,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
3,0,Masters degree,Other,White,CL5,CL0,CL0,CL0,CL5,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
3,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
3,0,Left school at 16 years,UK,White,CL5,CL4,CL1,CL4,CL6,CL5,CL6,CL3,CL4,CL2,CL4,CL0,CL3,CL1,CL6,CL2,CL1,CL0,CL1
3,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
3,1,Doctorate degree,USA,White,CL4,CL2,CL1,CL3,CL6,CL2,CL3,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL5,CL2,CL3,CL0,CL0
3,1,Left school at 16 years,UK,White,CL2,CL6,CL1,CL3,CL6,CL6,CL5,CL2,CL2,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
3,1,Professional certificate/ diploma,USA,White,CL4,CL5,CL0,CL2,CL6,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
3,0,University degree,USA,Other,CL5,CL2,CL1,CL2,CL6,CL6,CL5,CL4,CL1,CL5,CL2,CL5,CL5,CL2,CL2,CL3,CL5,CL0,CL1
3,1,University degree,Canada,White,CL2,CL0,CL0,CL0,CL5,CL6,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL4,CL2,CL0,CL0
3,1,University degree,USA,White,CL6,CL1,CL0,CL2,CL6,CL6,CL5,CL1,CL0,CL2,CL0,CL0,CL3,CL1,CL0,CL2,CL1,CL0,CL1
3,1,Professional certificate/ diploma,USA,White,CL2,CL6,CL0,CL2,CL2,CL6,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
3,1,"Some college or university, no certificate or degree",USA,White,CL3,CL6,CL0,CL6,CL6,CL5,CL5,CL1,CL0,CL2,CL0,CL0,CL3,CL1,CL5,CL1,CL6,CL0,CL1
3,1,Professional certificate/ diploma,USA,White,CL6,CL2,CL0,CL0,CL6,CL6,CL0,CL2,CL1,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
3,0,Left school at 16 years,USA,White,CL3,CL2,CL0,CL0,CL6,CL2,CL5,CL3,CL3,CL2,CL0,CL0,CL6,CL2,CL3,CL0,CL6,CL0,CL1
3,0,Professional certificate/ diploma,Other,White,CL4,CL0,CL0,CL0,CL2,CL4,CL6,CL0,CL0,CL2,CL0,CL0,CL0,CL4,CL0,CL5,CL2,CL0,CL0
3,0,"Some college or university, no certificate or degree",Other,White,CL6,CL2,CL0,CL3,CL6,CL6,CL5,CL4,CL4,CL2,CL3,CL0,CL3,CL4,CL2,CL4,CL6,CL0,CL1
3,0,Masters degree,USA,White,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
3,0,"Some college or university, no certificate or degree",Other,White,CL5,CL1,CL0,CL0,CL6,CL4,CL5,CL2,CL0,CL3,CL0,CL0,CL0,CL1,CL0,CL2,CL6,CL0,CL0
3,0,Left school at 16 years,UK,White,CL6,CL1,CL1,CL0,CL6,CL6,CL4,CL1,CL0,CL1,CL0,CL2,CL0,CL1,CL0,CL1,CL6,CL0,CL0
3,0,Professional certificate/ diploma,UK,White,CL6,CL1,CL1,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
3,0,University degree,UK,White,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,0,Left school at 16 years,UK,White,CL6,CL2,CL1,CL5,CL6,CL2,CL6,CL2,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0,CL6,CL0,CL1
4,0,"Some college or university, no certificate or degree",UK,White,CL5,CL1,CL2,CL0,CL6,CL1,CL5,CL2,CL0,CL2,CL0,CL0,CL3,CL2,CL0,CL2,CL1,CL0,CL0
4,0,Doctorate degree,UK,White,CL0,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,0,Left school at 16 years,UK,White,CL6,CL1,CL1,CL1,CL6,CL2,CL6,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL1,CL1,CL2,CL0,CL0
4,0,University degree,UK,White,CL6,CL1,CL0,CL0,CL4,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL0
4,1,"Some college or university, no certificate or degree",Canada,White,CL3,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL1
4,0,Masters degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL1,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,0,Left school at 16 years,UK,White,CL6,CL1,CL1,CL0,CL6,CL5,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
4,0,Professional certificate/ diploma,Canada,White,CL2,CL1,CL1,CL1,CL6,CL2,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL2,CL0,CL0
4,0,Masters degree,UK,White,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
4,0,Left school at 18 years,UK,White,CL5,CL1,CL1,CL0,CL6,CL5,CL5,CL5,CL2,CL3,CL1,CL3,CL3,CL1,CL0,CL2,CL6,CL0,CL1
4,0,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,0,Masters degree,UK,Asian,CL5,CL1,CL0,CL0,CL4,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1
4,0,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,0,Doctorate degree,UK,White,CL6,CL1,CL0,CL1,CL6,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
4,0,Left school at 16 years,UK,White,CL4,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,1,Left school at 16 years,UK,White,CL6,CL0,CL0,CL6,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
4,1,Left school at 18 years,Canada,White,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
4,0,Left school at 18 years,UK,White,CL6,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
4,0,Professional certificate/ diploma,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
4,1,Left school at 17 years,Canada,White,CL4,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
4,0,Left school at 16 years,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,0,Masters degree,UK,White,CL5,CL0,CL0,CL3,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
4,0,Masters degree,UK,White,CL6,CL1,CL1,CL1,CL6,CL1,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
4,1,Masters degree,UK,White,CL5,CL1,CL0,CL1,CL6,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
4,1,Left school at 16 years,Australia,White,CL4,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
4,0,Left school at 18 years,UK,White,CL6,CL1,CL3,CL4,CL6,CL1,CL4,CL4,CL1,CL2,CL2,CL1,CL1,CL2,CL0,CL2,CL1,CL0,CL0
4,1,Professional certificate/ diploma,Canada,White,CL4,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,1,"Some college or university, no certificate or degree",UK,White,CL5,CL1,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
4,0,Masters degree,UK,Asian,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,1,Professional certificate/ diploma,UK,White,CL4,CL0,CL0,CL1,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
4,0,Left school at 16 years,UK,White,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,0,University degree,UK,White,CL5,CL1,CL1,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
4,1,Left school at 17 years,UK,White,CL5,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,1,Masters degree,UK,White,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,1,Left school at 16 years,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,1,Left school at 16 years,UK,Other,CL4,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
4,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,1,University degree,UK,White,CL4,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0
4,0,Left school at 16 years,UK,White,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
4,0,Professional certificate/ diploma,Canada,White,CL6,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL1
4,1,University degree,UK,White,CL4,CL0,CL0,CL1,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
4,1,University degree,UK,White,CL4,CL0,CL0,CL0,CL3,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
4,1,"Some college or university, no certificate or degree",UK,Black,CL4,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
4,0,Masters degree,Other,White,CL5,CL1,CL1,CL1,CL6,CL6,CL6,CL1,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL1,CL3,CL0,CL0
4,0,Masters degree,UK,White,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
4,0,Left school at 16 years,UK,White,CL2,CL1,CL1,CL3,CL6,CL2,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL0,CL0
4,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL5,CL0,CL0
4,1,University degree,UK,White,CL5,CL1,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL0,CL0
4,1,Professional certificate/ diploma,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
4,1,Left school at 16 years,UK,White,CL4,CL0,CL0,CL2,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
4,1,University degree,UK,White,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
4,1,Professional certificate/ diploma,UK,White,CL4,CL4,CL1,CL1,CL6,CL4,CL5,CL3,CL0,CL6,CL0,CL2,CL2,CL4,CL0,CL3,CL6,CL0,CL0
4,1,Left school at 16 years,UK,White,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
